Name,id_Number,ExposureTime
Thomas Collins,7.33652E+16,4
Thomas Dick,2.33612E+16,4
Thomas Kendig,9.44982E+16,4
Tiffany Hunter,4.44222E+16,4
Tim Freitag,7.25252E+16,4
Timothy Mortensen,9.54992E+16,4
Timothy Rosenblum,4.28282E+16,4
Tomasa Hernandez,2.07032E+16,4
Tony Takacs,5.35572E+16,4
Tracy Oconnor,1.26022E+16,4
Ulysses Pierre,2.98092E+16,4
Valerie Davidson,6.72212E+16,4
Valerie Tell,9.40562E+16,4
Vanessa Valdez,1.88892E+16,4
Vivian Banks,4.80032E+16,4
Vivian Manchester,5.35032E+16,4
Wade Kirklin,3.23732E+16,4
Wallace Sanford,1.19102E+16,4
Walter Johnson,6.52182E+16,4
Wesley Reese,8.85112E+16,4
William Bryant,5.29152E+16,4
William Gard,2.30852E+16,4
William Gordon,9.85442E+16,4
William Ly,9.12692E+16,4
William Olivarez,2.15792E+16,4
William Parrish,9.32482E+16,4
Willie Smith,2.43592E+16,4
Willie Vasquez,9.18542E+16,4
Winnie Puccio,4.42732E+16,4
Wm Perrone,8.02622E+16,4
Alma Cuevas,2.68952E+16,3
Andera Sullivan,7.33842E+16,3
Angela Grant,5.79422E+16,3
Arlene Brown,3.50642E+16,3
Barbara Barnes,2.04822E+16,3
Bernadette Quinones,7.50392E+16,3
Bette Armstrong,2.56892E+16,3
Blanche Figueroa,6.99302E+16,3
Brian Crabtree,5.32572E+16,3
Bruce Fleming,6.40122E+16,3
Caprice Cormier,7.12942E+16,3
Carlene Chin,1.51532E+16,3
Carmen Martin,8.12532E+16,3
Caron Edwards,9.66962E+16,3
Catherine Juan,4.06972E+16,3
Cecile Nicol,6.91092E+16,3
Christopher Lockhart,9.81052E+16,3
Claudia Walton,1.96792E+16,3
Craig Brown,4.27592E+16,3
Dan Zellmer,7.62542E+16,3
Diane Faltus,4.61472E+16,3
Dominic Hodgkin,7.57572E+16,3
Donna Eakes,7.24892E+16,3
Edward Mcclure,8.36212E+16,3
Edward Rangel,2.11642E+16,3
Effie Cloer,9.89052E+16,3
Elizabeth Eaton,6.32282E+16,3
Elizabeth Ortego,3.46782E+16,3
Ellen Gary,7.80922E+16,3
Ellen Genovese,8.74972E+16,3
Eva Simmerman,5.91162E+16,3
Francisco Baldwin,7.64222E+16,3
Guadalupe Stpeter,9.74342E+16,3
Helen Bowers,9.02082E+16,3
Helen Runyon,6.09452E+16,3
Howard Debuhr,2.15782E+16,3
James Gaddis,8.52722E+16,3
Jamie Entrekin,5.32512E+16,3
Jason Rhoades,5.52472E+16,3
Jean Meyer,3.33662E+16,3
Jeane Bilbo,5.27712E+16,3
Jeffery Agena,4.02702E+16,3
Jennifer Odum,4.42082E+16,3
Jerry Phillips,5.31082E+16,3
John Moore,9.93632E+16,3
Johnnie Liszewski,9.26372E+16,3
Kevin Dugan,2.60242E+16,3
Lawrence Nordes,9.70602E+16,3
Lawrence Thomas,6.51022E+16,3
Lee Anderson,4.27822E+16,3
Lilian Laclair,1.63872E+16,3
Lucas Mcgloin,5.28202E+16,3
Mary Cater,2.75362E+16,3
Matilda Lang,2.23092E+16,3
Michael Miller,3.80032E+16,3
Michael Mons,3.21372E+16,3
Michael Rosso,8.80032E+16,3
Paul Luster,2.05952E+16,3
Pauline Turner,1.83832E+16,3
Peggy Deatherage,9.16122E+16,3
Raphael Deleon,1.51982E+16,3
Rebecca Moore,5.14802E+16,3
Rhonda Morris,8.52862E+16,3
Richard Logan,1.31022E+16,3
Ricky Bonilla,9.81842E+16,3
Robert Mischke,6.01202E+16,3
Robert Rieser,6.89232E+16,3
Samuel Barker,6.38722E+16,3
Samuel Chrostowski,7.35522E+16,3
Shan Larosa,3.79562E+16,3
Sherry Mason,1.16752E+16,3
Stanley Wheeler,3.73822E+16,3
Terry Behrendt,7.65722E+16,3
Tim Ingram,5.92292E+16,3
Timothy Franks,1.79442E+16,3
Travis Green,1.98702E+16,3
Trudy Paquette,7.84082E+16,3
Venus Johnson,4.80142E+16,3
Virginia Merriman,1.03742E+16,3
Walter Rangel,1.66972E+16,3
Warren Hansen,4.34542E+16,3
William Harrison,4.67172E+16,3
Alfred Young,2.54672E+16,3
Alicia Tanner,3.67972E+16,3
Amy Dales,9.69162E+16,3
Andrew Gehl,7.41912E+16,3
Angie Guzman,6.05642E+16,3
Anna Luna,8.92932E+16,3
Anne Altman,9.22062E+16,3
Ashley Rolland,8.73362E+16,3
Barbara Hamilton,5.06952E+16,3
Betty Wiggins,7.37982E+16,3
Blanche Heck,2.02702E+16,3
Brandon Tong,1.09572E+16,3
Brant Rayford,9.61202E+16,3
Carl Isola,3.24782E+16,3
Carlita Fernandez,1.27322E+16,3
Carlos Buehlman,9.03142E+16,3
Carlos Encino,5.41732E+16,3
Carroll Evans,3.05642E+16,3
Cecil Boehm,9.88802E+16,3
Christina Cook,1.70432E+16,3
Christine Monroe,8.90662E+16,3
Christopher Patterson,4.22742E+16,3
Clara Huber,1.58442E+16,3
Corey West,5.50452E+16,3
Courtney Davies,7.48132E+16,3
Dana Tousom,2.72612E+16,3
Daniel Patton,1.76442E+16,3
Daniel Robles,3.09952E+16,3
Daniel Silvia,7.64882E+16,3
David Abel,6.20982E+16,3
Dawn Sonnier,6.75092E+16,3
Dennis Ramirez,9.40022E+16,3
Dolly Vanvalkenburg,3.68062E+16,3
Doris Chandler,4.14912E+16,3
Edwin Alesci,6.27612E+16,3
Elizabeth Shoji,8.40042E+16,3
Eloise Goodin,2.41182E+16,3
Elsie Gonzales,8.28122E+16,3
Essie Gage,6.44612E+16,3
Esther Jones,7.25742E+16,3
Ethel Abbott,6.64702E+16,3
Francisca Smith,3.73312E+16,3
Gary Romero,5.00212E+16,3
Gerda Schwass,4.27012E+16,3
Glen Durkin,7.10132E+16,3
Herman Foster,1.70472E+16,3
Holly Veasey,2.17792E+16,3
Irving Krummel,7.21512E+16,3
Jacqueline Reyna,5.74452E+16,3
James Waters,8.66982E+16,3
Janet Dorsey,3.71722E+16,3
Jean Newsome,6.44892E+16,3
Jeffrey Thompson,7.46882E+16,3
Jennie Rosenbaum,3.51962E+16,3
Jo Wallace,5.64062E+16,3
Joe Blankenship,3.43252E+16,3
John Curtin,3.83462E+16,3
John Melton,1.56342E+16,3
Jonathan Maddy,4.23732E+16,3
Julia Harrison,8.67062E+16,3
Katherine Michaels,8.07152E+16,3
Kathryn Ripka,3.94282E+16,3
Katrina Thompson,4.14842E+16,3
Kendall Jones,8.24102E+16,3
Kevin Halford,2.82172E+16,3
Kevin Schroyer,3.62652E+16,3
Kimberly Shah,2.08512E+16,3
Laurence Koshiol,4.61162E+16,3
Lee Huffman,1.60452E+16,3
Lorrie Burks,2.39122E+16,3
Luis Wison,8.97192E+16,3
Lynette Blake,7.42392E+16,3
Lynette Nattiah,3.33212E+16,3
Marion Costantino,6.33492E+16,3
Mark Coburn,5.41402E+16,3
Martha Shaw,4.55632E+16,3
Megan Hooper,4.15672E+16,3
Michael Daniels,7.64312E+16,3
Michael Kaschak,3.30172E+16,3
Mike Ramirez,8.43882E+16,3
Nila Mills,3.32672E+16,3
Norman Creasy,5.58402E+16,3
Pamela Lewis,2.30382E+16,3
Patricia Gilbert,5.05572E+16,3
Pilar Kitamura,6.35692E+16,3
Ramon Williams,9.95802E+16,3
Raul Engleman,2.12132E+16,3
Ray Long,1.48342E+16,3
Rebecca Martinez,1.02532E+16,3
Rhonda Meador,2.84072E+16,3
Richard Arnett,4.46612E+16,3
Richard Flynn,9.96062E+16,3
Richard Johnson,7.07212E+16,3
Richard Moore,8.70452E+16,3
Rita Moncrief,7.78152E+16,3
Robert Blakeman,6.85962E+16,3
Robert Sterlace,2.06432E+16,3
Romelia Devine,2.85562E+16,3
Ruby Knickerbocker,5.15322E+16,3
Samuel Mcclain,1.13202E+16,3
Sandy Lanz,9.36222E+16,3
Sean Slavin,9.81682E+16,3
Stacey Melendez,3.82782E+16,3
Stephanie Chase,8.83602E+16,3
Stephen Dizon,1.54142E+16,3
Steven Mcneal,1.35002E+16,3
Susan Galletti,4.98372E+16,3
Susie Jacoby,1.40792E+16,3
Tam Tran,7.10002E+16,3
Tamara Davidson,9.40322E+16,3
Terry Smith,8.97112E+16,3
Thomas Cain,9.88762E+16,3
Thomas Pingrey,7.84082E+16,3
Thomas Rothermich,5.26782E+16,3
Timothy Albert,9.17842E+16,3
Tracey Cope,4.38322E+16,3
Walter Malone,2.53042E+16,3
Wayne Brown,5.19482E+16,3
Zachary Cross,1.30102E+16,3
Abigail Dunlap,7.51942E+16,3
Agnes Martinez,7.78122E+16,3
Andrew Bellew,3.87342E+16,3
Anthony Gutierrez,7.16192E+16,3
Anthony Pierce,2.28502E+16,3
Bennie Swartout,9.56582E+16,3
Betty Crawford,5.12432E+16,3
Beverly Lemmon,5.99322E+16,3
Brenda Brown,3.38232E+16,3
Carolyn Barker,1.93232E+16,3
Catherine Seifert,5.99182E+16,3
Christina Jones,3.83852E+16,3
Cynthia Chambers,5.29092E+16,3
Dan Sanchez,3.02072E+16,3
Dana Mace,8.84702E+16,3
Denise Tatar,1.51392E+16,3
Donald Beckstead,5.01592E+16,3
Edward Mackey,5.33532E+16,3
Eleanor Daniel,6.39312E+16,3
Elizabeth Eden,5.40562E+16,3
Elsie Watts,2.55622E+16,3
Everett Sutton,9.67952E+16,3
Fannie Stammer,2.51852E+16,3
Florence Wilson,9.01642E+16,3
Fran Miller,2.09972E+16,3
Frankie Shockley,1.07632E+16,3
Fred Bassett,3.16102E+16,3
Gary Monroe,3.97442E+16,3
Geralyn Lecy,8.85322E+16,3
Gregorio Alexander,6.72582E+16,3
Hattie Fielden,1.10392E+16,3
Hazel Sanford,1.68602E+16,3
Ira Douglas,3.41562E+16,3
Irene Marro,1.68702E+16,3
Ivana Hummel,8.40662E+16,3
Jacqueline Hannon,3.49082E+16,3
James Ehrhart,8.97472E+16,3
Janelle Rodriguez,7.86002E+16,3
Jared Liestman,8.48692E+16,3
Jean Shank,7.23192E+16,3
Jeffery Smith,4.72222E+16,3
John Kierzewski,9.81952E+16,3
Jonathan Legg,1.09642E+16,3
Joseph Edge,3.38602E+16,3
Joseph Satterwhite,9.36572E+16,3
Joseph Walls,9.64442E+16,3
Joshua Abner,2.74652E+16,3
Joyce Terry,7.69622E+16,3
Juana Edmunds,3.73772E+16,3
Judy Spangler,3.12262E+16,3
Karl Allison,1.08372E+16,3
Katherine White,4.71942E+16,3
Kenneth Allen,1.20612E+16,3
Kenneth Gomez,9.36132E+16,3
Kerry Dial,4.59362E+16,3
Kristal Fajardo,4.69732E+16,3
Laura Smith,8.74912E+16,3
Leslie Lopez,3.86332E+16,3
Lucy Valentine,9.98832E+16,3
Margaret Schroeter,6.08842E+16,3
Maria Lindsey,1.29852E+16,3
Maria Rooney,4.55972E+16,3
Marissa Radice,6.67592E+16,3
Mattie Bellamy,7.61122E+16,3
Michael Bourgeois,3.01552E+16,3
Michael Meyer,7.62132E+16,3
Mildred Ratliff,3.32032E+16,3
Patricia Brown,7.35492E+16,3
Patricia Smothers,2.78112E+16,3
Phyllis Wilhelm,8.16262E+16,3
Ray Cutshall,4.69662E+16,3
Raymond Pearson,3.99072E+16,3
Richard Rodriguez,6.38892E+16,3
Ricky Nealy,1.84252E+16,3
Rita Korando,7.84022E+16,3
Robert Trejo,9.31142E+16,3
Rochelle Keefe,9.78662E+16,3
Romeo Rippy,4.62852E+16,3
Ronald Fullbright,4.62632E+16,3
Ronald Waterer,8.34042E+16,3
Ruby Miles,8.85322E+16,3
Sarah Buster,6.99582E+16,3
Shannon Vallien,9.17952E+16,3
Shirley Campbell,8.03252E+16,3
Shon Banks,2.56512E+16,3
Stacey Scurlock,9.62942E+16,3
Steve Nosal,6.99102E+16,3
Tanesha Sykes,1.88212E+16,3
Timothy Rodriguez,9.00702E+16,3
Tony Morris,4.16312E+16,3
Victor Martinez,8.99382E+16,3
Vincent Boggs,6.27222E+16,3
Vincent Rowe,6.17842E+16,3
Violet Wilson,3.85362E+16,3
Virginia Jones,3.14382E+16,3
Walter Fannin,3.99722E+16,3
Wanda Vanvalkenburg,6.78012E+16,3
William Hobdy,9.04482E+16,3
Ada Goatley,4.28042E+16,3
Alexandra Palos,2.48772E+16,3
Alice Baker,8.76392E+16,3
Angelina Madlung,4.32562E+16,3
Ann Boon,6.80242E+16,3
Anna Barrera,8.61562E+16,3
Annie Burdette,8.67342E+16,3
Anthony Mcfarland,6.30582E+16,3
Betty Perez,4.23912E+16,3
Brian Hodges,6.50522E+16,3
Cameron Hendon,8.65522E+16,3
Carolyn Bezio,5.99062E+16,3
Chad Ledbetter,4.18362E+16,3
Charles Jones,9.55592E+16,3
Charles Singletary,9.96162E+16,3
Chris Araujo,7.03792E+16,3
Christine Workman,5.97672E+16,3
Clara Griffin,5.62412E+16,3
Clifford Clark,9.69122E+16,3
Colleen Arias,1.31192E+16,3
Corey Coulter,8.36352E+16,3
Damian Mcbride,6.66672E+16,3
Daniel Allis,3.70162E+16,3
David Kim,7.08442E+16,3
Debra Duguay,8.19872E+16,3
Dianne Gallardo,8.65322E+16,3
Dominique Grayson,7.99042E+16,3
Doris Gill,2.87002E+16,3
Elizabeth Schwartz,5.82532E+16,3
Eric Schmalz,7.13952E+16,3
Francisco Morrissey,9.15662E+16,3
Gabriel Haring,9.71952E+16,3
Geraldine Duvall,7.16042E+16,3
Geralyn Muterspaw,5.55942E+16,3
Glenn Bulter,3.73312E+16,3
Greg Duhl,9.80402E+16,3
Harry Massey,1.97112E+16,3
Helen Aucoin,7.90772E+16,3
Helen Lucero,3.09572E+16,3
Howard Keller,2.96392E+16,3
Irene Moore,7.55372E+16,3
James Clark,1.59312E+16,3
James Ford,4.49102E+16,3
James Parish,9.51752E+16,3
James Thayer,1.82472E+16,3
Jeanette Carmona,9.20832E+16,3
Jeffrey Pauley,2.42122E+16,3
Jessie Freeman,2.15382E+16,3
John Goodman,4.65522E+16,3
John Prioleau,2.34182E+16,3
John Wolfe,5.42862E+16,3
Jose Woo,2.14002E+16,3
Joseph Lauridsen,8.22112E+16,3
Joseph Lyman,3.07922E+16,3
Juanita Densmore,6.97882E+16,3
Julia Goede,7.30972E+16,3
Karen Aycock,2.71462E+16,3
Karen Hammonds,2.21382E+16,3
Kathleen Ogami,4.34842E+16,3
Kathryn Sampsell,2.87242E+16,3
Keith Buchanan,1.78712E+16,3
Kelly Metcalf,5.61792E+16,3
Kenneth Ballard,6.07042E+16,3
Latoya Miller,8.98742E+16,3
Laura Granger,2.02742E+16,3
Linda Green,3.20082E+16,3
Lonnie Griffiths,6.97572E+16,3
Louis Rodriguez,3.95712E+16,3
Manuel Hughes,2.00162E+16,3
Margaret Young,5.90502E+16,3
Marilyn Myers,4.67662E+16,3
Mary Howard,2.02322E+16,3
Matthew Nettles,6.80442E+16,3
Melissa Alvarez,7.88152E+16,3
Michael Carson,2.71502E+16,3
Michael Mccane,9.87052E+16,3
Miriam Ha,5.67032E+16,3
Mollie Kugler,7.10362E+16,3
Olga Stoddard,2.65912E+16,3
Patrica Mccune,8.84802E+16,3
Patricia Colvard,4.27692E+16,3
Patrick Jeffers,3.80872E+16,3
Ralph Rollins,4.86512E+16,3
Raymond Melugin,7.05112E+16,3
Raymond Weathersby,7.76232E+16,3
Rhonda Adams,6.79292E+16,3
Richard Teague,9.59052E+16,3
Risa Girard,1.05442E+16,3
Rita Kim,1.07982E+16,3
Robert Lowe,4.17642E+16,3
Robert Robinson,5.22012E+16,3
Rose Madden,3.94722E+16,3
Ryan Knox,8.82262E+16,3
Ryan Parham,2.99822E+16,3
Ryan Shipp,1.88382E+16,3
Sally Wegner,1.08452E+16,3
Samuel Hull,1.02382E+16,3
Samuel Rose,5.02592E+16,3
Sandra Rolland,2.82102E+16,3
Shirley Gaddie,6.94272E+16,3
Shirley Medrano,6.53742E+16,3
Simon Davis,5.46542E+16,3
Stephen Albert,2.55062E+16,3
Tammy Carl,3.25012E+16,3
Thomas Shaw,4.00292E+16,3
Tommy Gay,8.12612E+16,3
Toni Perez,7.34682E+16,3
Vernon Wilkins,4.71162E+16,3
William Mackay,8.28032E+16,3
William Thomas,6.51952E+16,3
William Weldon,7.50542E+16,3
Winston Chalker,4.65782E+16,3
Yvonne Marrero,2.68092E+16,3
Aaron Lott,6.48852E+16,3
Addie Pfost,4.33872E+16,3
Alberto Bright,1.41092E+16,3
Alvaro Simpson,3.57572E+16,3
Antonio Goode,5.68362E+16,3
Bernice Norley,8.74192E+16,3
Bryan Cox,9.31642E+16,3
Cecil Bartlett,9.50362E+16,3
Cedric Ames,3.37362E+16,3
Constance Fenderson,3.04692E+16,3
Daniel Martell,9.85702E+16,3
Danny Jenkins,2.28092E+16,3
Darlene White,1.23112E+16,3
David Gonzales,6.44152E+16,3
David Whitely,5.51292E+16,3
Diane Rivera,6.11932E+16,3
Eddie Norman,6.78872E+16,3
Edna Jellerson,9.64102E+16,3
Emily Lee,2.63102E+16,3
Eugene Parsons,8.97832E+16,3
Frank Baker,8.36602E+16,3
Frank Wilder,1.26282E+16,3
Fred Bass,8.56362E+16,3
George Hampton,9.38232E+16,3
Glenda Wathen,1.60122E+16,3
Gwendolyn Hoover,4.29082E+16,3
Henrietta Benton,8.17532E+16,3
Isaac Duke,7.59962E+16,3
Jacqueline Cobbs,3.06672E+16,3
James Petrus,6.09262E+16,3
James Ray,5.61172E+16,3
James Waldbauer,8.29392E+16,3
Jennifer Lara,5.46022E+16,3
Jennifer Mercer,3.19672E+16,3
Jerry Davila,6.71632E+16,3
Jimmie Patterson,5.89942E+16,3
John Lewis,8.27382E+16,3
John Mcpherson,7.49442E+16,3
Johnnie Quist,7.28372E+16,3
Jon Book,8.88882E+16,3
Joseph Cornejo,5.96842E+16,3
Josephine Hicks,8.01142E+16,3
Joshua Hill,2.26122E+16,3
Joshua Stang,2.23302E+16,3
Julio Gunn,5.33692E+16,3
Kathleen Davis,5.58812E+16,3
Kathleen Henderson,7.18162E+16,3
Kathleen Seneker,6.02412E+16,3
Ken Lanzillo,7.74112E+16,3
Kevin Bryan,4.14572E+16,3
Kimberly Purdy,9.04662E+16,3
Kristi Cruz,5.69802E+16,3
Larry Wright,1.19462E+16,3
Lee Brady,9.55472E+16,3
Maggie Rusher,3.04392E+16,3
Marcia Stiver,7.25702E+16,3
Mario Richards,9.61222E+16,3
Martin Allison,5.17132E+16,3
Mary Bakken,9.21332E+16,3
Mary Ho,7.76882E+16,3
Nancy Benigni,7.91782E+16,3
Patricia Hoeck,3.68302E+16,3
Paul Fritz,7.59712E+16,3
Phillip Weaver,1.71182E+16,3
Randy Colella,5.19892E+16,3
Raymond Hamilton,4.01552E+16,3
Robert Lee,8.02682E+16,3
Rosie Smith,1.02542E+16,3
Sally Bailey,3.71472E+16,3
Samantha Luc,6.18172E+16,3
Sandra Love,2.49592E+16,3
Sharon Villegas,9.27432E+16,3
Terry Gage,2.82612E+16,3
Thelma Mccarthy,2.03712E+16,3
Thomas Hill,6.17362E+16,3
Thomas Olcott,5.51282E+16,3
Thomas Roberts,1.25382E+16,3
Thomas Samela,2.78162E+16,3
Tod Holder,6.40762E+16,3
Todd Barnard,3.24502E+16,3
Tyler Leland,9.17562E+16,3
Vickie Esquilin,8.93802E+16,3
Whitney Salas,6.80772E+16,3
Amber Burns,8.83952E+16,3
Andre Nickerson,1.75962E+16,3
Andrew Hall,6.90372E+16,3
Anne Thomas,5.11372E+16,3
Anthony Gorman,5.61262E+16,3
Armando Lunt,5.22692E+16,3
Barbara Chao,4.58702E+16,3
Barbara Jones,9.85942E+16,3
Bernadette Owens,6.50652E+16,3
Beryl Dallas,9.68642E+16,3
Bryan Craft,8.71062E+16,3
Carl Murph,3.10172E+16,3
Charmaine Rodrigue,1.66552E+16,3
Christian Mosley,2.94832E+16,3
Christopher Gill,9.20672E+16,3
David Ellis,9.43462E+16,3
Dawn Lozano,8.84812E+16,3
Debbie Griess,8.92082E+16,3
Dennis Fuller,3.74212E+16,3
Diana Johnson,9.52812E+16,3
Dolores Hawkins,3.01032E+16,3
Dorothy Masterson,1.48602E+16,3
Dorothy Smith,3.58962E+16,3
Ed Edelman,8.31702E+16,3
Ellen Cortez,5.73052E+16,3
Erica Adams,6.83432E+16,3
Ethel Toher,6.19922E+16,3
Eugene Mcmillian,4.95482E+16,3
Francis Burley,4.92512E+16,3
Frank Reynolds,6.91432E+16,3
Franklin Mullins,9.70712E+16,3
Freddie Bittner,8.37472E+16,3
Geoffrey Galloway,1.80582E+16,3
Herman Manternach,1.51512E+16,3
Hester Shawler,9.22252E+16,3
Howard Ford,1.41422E+16,3
James Carvajal,9.94652E+16,3
James Haase,9.75342E+16,3
James Kowal,5.56272E+16,3
Jean Speidel,3.22572E+16,3
Jimmie Happenny,5.27562E+16,3
John Gately,1.61622E+16,3
John Mcknight,3.52832E+16,3
John Orosz,7.59122E+16,3
Johnny Molina,7.67202E+16,3
Jonathan Vela,1.45512E+16,3
Jose Phillips,4.40492E+16,3
Juan Evans,3.35052E+16,3
Juana Tejada,1.20622E+16,3
Judith Jordan,2.87412E+16,3
Karen Amo,7.02852E+16,3
Kimberly Kautz,4.97442E+16,3
Leon Fuhrman,9.62382E+16,3
Linda Crocker,5.99912E+16,3
Linda Sowards,2.50742E+16,3
Lorraine Mellen,5.43262E+16,3
Lucille Martin,1.74672E+16,3
Maxine Duncan,7.16472E+16,3
Michael Deel,4.69652E+16,3
Michael Joyner,7.68382E+16,3
Michael Thao,6.88872E+16,3
Michele Mariner,3.43612E+16,3
Mildred Brown,8.90002E+16,3
Monte Uribe,2.91662E+16,3
Pauline Nash,4.59792E+16,3
Rebecca Greaves,7.93762E+16,3
Rita Gordon,1.13332E+16,3
Robert Alderman,7.01042E+16,3
Ryan Lusk,3.75492E+16,3
Sharmaine Mochizuki,2.18002E+16,3
Sheila Garrett,2.86402E+16,3
Susan Denmon,5.67292E+16,3
Tamera Worker,8.40342E+16,3
Tashia Towner,9.92312E+16,3
Terry Johnson,6.97822E+16,3
Theodore Mysliwiec,9.59152E+16,3
Timothy Fulton,4.19192E+16,3
Timothy Robson,7.62862E+16,3
Troy Bryant,8.69022E+16,3
Vanessa Johnson,2.25232E+16,3
Wayne Boyte,8.64482E+16,3
William Hunt,5.48112E+16,3
William Kennedy,8.57292E+16,3
William Mack,6.85322E+16,3
William Whitting,3.31292E+16,3
Faye Gonzales,4.53062E+16,2
Tina Washington,3.05412E+16,2
Ana Weber,3.52942E+16,2
Cathy Cuevas,2.81882E+16,2
Elaine Barlow,4.62482E+16,2
Joaquin Reed,5.86922E+16,2
Kathryn Robinson,8.46582E+16,2
Reba Boland,3.71162E+16,2
Leslie Curry,6.56352E+16,2
Melvin Kobayashi,8.71632E+16,2
Pamela Jones,7.22782E+16,2
Deborah Brown,7.76182E+16,2
Gregory Dingell,9.53992E+16,2
Patrick Mitchell,5.18142E+16,2
Scott Galbo,3.98622E+16,2
Todd Howard,5.60082E+16,2
Robert Markham,8.69982E+16,2
Adan Dills,4.35812E+16,0
Adele Newsome,9.45162E+16,0
Agustin Orman,4.63472E+16,0
Alan Jackson,6.11092E+16,0
Albert Son,7.19052E+16,0
Albert Swelgart,6.75512E+16,0
Amanda Patterson,9.61202E+16,0
Amanda Wells,6.25422E+16,0
Amy Boock,5.42642E+16,0
Angela Estes,6.84892E+16,0
Angela Iannone,7.14732E+16,0
Annie Crump,9.58072E+16,0
Arnold Cox,6.47382E+16,0
Ashley Galloway,6.52192E+16,0
Ashli Whitney,7.46192E+16,0
Brian Chung,4.54812E+16,0
Brian Perez,9.65742E+16,0
Calvin Mcbeth,5.84042E+16,0
Carlos Allums,5.35112E+16,0
Carolyne Conley,7.73612E+16,0
Carrie Basista,2.27752E+16,0
Cathy Morano,3.02992E+16,0
Charles Engle,6.48372E+16,0
Cherry Semler,3.12832E+16,0
Cheryl Freeman,6.85572E+16,0
Cheryl Wright,7.88372E+16,0
Chris Bryant,1.72972E+16,0
Clayton Smith,4.81722E+16,0
Craig Allen,1.28352E+16,0
Dale Frey,4.35602E+16,0
Dale Sanders,9.66692E+16,0
Daniel Baldwin,9.82382E+16,0
Daniel Jacobson,5.81682E+16,0
Daniel Sheehan,6.94652E+16,0
Danielle Rosales,4.33802E+16,0
David Bucio,2.82002E+16,0
David Vitullo,6.78252E+16,0
Debra Moon,4.98072E+16,0
Debra Washington,7.66412E+16,0
Derrick Jones,5.96882E+16,0
Desire Cox,1.89232E+16,0
Dewey Locy,6.89662E+16,0
Diana Ohanlon,2.06792E+16,0
Douglas Turner,7.30352E+16,0
Earl Evans,1.81422E+16,0
Edward Cochrane,3.71972E+16,0
Edward Sinclair,2.02042E+16,0
Edward Vandiver,4.82422E+16,0
Eric Congrove,4.04032E+16,0
Ethan Battle,7.23732E+16,0
Evelyn Wilkinson,3.75992E+16,0
Felicia Nicholls,9.64662E+16,0
George Luksa,3.16952E+16,0
George Payne,6.72002E+16,0
Ginger Daniel,5.55472E+16,0
Gregory Sellers,6.83052E+16,0
Guy Benavides,1.23402E+16,0
Gwendolyn Stromme,9.38862E+16,0
Heather Jardine,7.48782E+16,0
Helena Porter,8.05782E+16,0
Hugo Balius,2.04632E+16,0
Idell Kabel,2.77352E+16,0
Ignacio Chen,3.23842E+16,0
Iris Wellman,1.79182E+16,0
James Davis,7.74222E+16,0
James Lira,1.78062E+16,0
James Sebring,3.86982E+16,0
Jamie Shary,5.76942E+16,0
John Bielecki,1.89422E+16,0
John Clark,2.25992E+16,0
John Ramos,5.49822E+16,0
Jonathan Lindsey,1.52252E+16,0
Joshua Hall,8.73542E+16,0
Justin Davidson,4.93942E+16,0
Kathey Miranda,9.05012E+16,0
Kathy Chabez,5.09792E+16,0
Kathy Konakowitz,7.99432E+16,0
Kevin Beasley,4.74282E+16,0
Kevin Smith,2.62502E+16,0
Kristi Johnson,1.58002E+16,0
Kristian Kurokawa,3.92572E+16,0
Kristofer Alatorre,2.86572E+16,0
Kurtis Hoes,3.99892E+16,0
Larry Blenman,2.49352E+16,0
Linda Spence,9.43892E+16,0
Lisa Fernandez,5.07932E+16,0
Lois Stevenson,7.96232E+16,0
Lynne Maynard,7.88032E+16,0
Margaret Childress,2.41642E+16,0
Marguerite Rider,3.83552E+16,0
Marie Patterson,6.33772E+16,0
Mark Gammon,7.13812E+16,0
Matilda Kabel,2.56892E+16,0
Mattie Barber,8.02752E+16,0
Maurice Malinoski,7.50742E+16,0
Maxwell Jessie,7.96292E+16,0
Melinda Cain,7.11702E+16,0
Michael Jones,9.74172E+16,0
Michael Rison,1.33182E+16,0
Mike Tedder,9.57112E+16,0
Morgan Lewis,9.43782E+16,0
Ned Bell,6.49142E+16,0
Neomi Schaefer,3.02602E+16,0
Nicholas Adams,8.21312E+16,0
Patricia Rowan,5.82232E+16,0
Paul Wilson,3.72212E+16,0
Ralph Stewart,5.77042E+16,0
Ralph Underwood,1.00692E+16,0
Randolph Moen,8.06122E+16,0
Raul Hartsfield,9.22712E+16,0
Raymond Showers,3.12752E+16,0
Rebecca Samet,7.06262E+16,0
Reginald Sullivan,3.54892E+16,0
Rene Thurman,5.94112E+16,0
Reyes Thomas,1.06242E+16,0
Robert Dickerson,5.77292E+16,0
Robert Goree,7.83712E+16,0
Robert Otterson,7.97342E+16,0
Sara Lawler,1.67952E+16,0
Sarah Pitzer,7.58942E+16,0
Sharon Every,9.73382E+16,0
Sharon Mcclellan,2.37472E+16,0
Sharon Murphy,2.11292E+16,0
Shelia Burgett,4.66202E+16,0
Stephen Guerrero,8.49382E+16,0
Susan Gibson,7.36312E+16,0
Tatum Traylor,8.40252E+16,0
Tesha Lawson,9.33262E+16,0
Thomas Durnin,8.48262E+16,0
Tina Dant,5.05002E+16,0
Travis Grimes,7.10342E+16,0
